date,race_name,race_number,race_place,rug,dog_name,dog_trainer,time,mgn,split,inRun,wgt,sire,dam,sp
2016-01-22,geelong/1764,1,1,6,limburg-dan,cornelis-reivers,26.26,0.00,6.81,M511,31.8kg,COSMIC-CHIEF,LIMBURG-GEM,23.60
2016-01-22,geelong/1764,1,2,2,elsa-bale,andrea-dailly,26.33,1.16,6.77,M222,25.9kg,DAVID-BALE,CRYSTIN-BALE,3.90
2016-01-22,geelong/1764,1,3,8,ok-jake,blake-shillington,26.51,4.03,6.95,S833,35.8kg,COSMIC-RUMBLE,LIZZIE'S-MEMORY,7.60
2016-01-22,geelong/1764,1,4,1,dyna-kel,thomas-mitchell,26.68,6.67,6.95,S784,27.3kg,DJAYS-OCTANE,FOTOULA-BALE,3.80
2016-01-22,geelong/1764,1,5,7,lightning-larico,bradley-keel,27.21,15.02,6.93,M665,28.3kg,KINLOCH-BRAE,PROVEN-MEAD,6.10
2016-01-22,geelong/1764,1,6,4,delalicious,john-delaroche,27.55,20.46,6.77,M357,34.9kg,KINLOCH-BRAE,WAR-TORN,3.80
2016-01-22,geelong/1764,1,7,3,kinloch-monty,kevin-tirchett,27.64,21.94,6.75,M176,30.3kg,KINLOCH-BRAE,FULLY-CHIC,48.10
2016-01-22,geelong/1764,1,8,5,running-home,marcus-lloyd,27.70,22.84,6.80,M448,31.5kg,DYNA-TRON,RUNNING-SMART,25.60
2016-01-22,geelong/1764,2,1,1,dyna-jeeves,blake-shillington,26.15,0.00,6.82,M441,35.4kg,DJAYS-OCTANE,FOTOULA-BALE,2.80
2016-01-22,geelong/1764,2,2,3,lacey's-lad,gary-hunt,26.40,4.05,6.81,M333,30.3kg,SWIFT-FANCY,PYFO-MOSTLY,24.10
2016-01-22,geelong/1764,2,3,7,limburg-gunna,peter-reivers,26.42,4.27,6.68,Q112,33.3kg,COSMIC-CHIEF,LIMBURG-GEM,7.40
2016-01-22,geelong/1764,2,4,2,ken's-thunderin',glenn-campbell,26.58,6.86,6.77,M224,34.0kg,NITRO-BURST,JO'S-HAND,9.90
2016-01-22,geelong/1764,2,5,8,southwood-max,chris-stanton,26.63,7.63,6.85,M686,33.6kg,NITRO-BURST,SOUTHWOOD-MINTY,7.30
2016-01-22,geelong/1764,2,6,4,carmyle,charles-mizzi,26.78,10.05,6.86,M755,29.1kg,FABREGAS,SERENA-BEE,50.20
2016-01-22,geelong/1764,2,7,6,allen-othello,thomas-mitchell,26.98,13.27,6.95,S867,33.9kg,VEE-MAN-VANE,CAILYN-BALE,3.60
2016-01-22,geelong/1764,2,8,5,gee-me-up,gary-paull,27.00,13.59,6.84,M578,26.0kg,FANCY-DEAN,REAL-BADGIRL,8.40
2016-01-22,geelong/1764,3,1,9,evie-tron,andrea-dailly,26.15,0.00,6.61,M111,27.5kg,DYNA-TRON,EVIE-JANE,3.80
2016-01-22,geelong/1764,3,2,1,spring-bumblebee,andrea-dailly,26.34,3.03,6.65,M352,33.2kg,SPRING-GUN,SPRING-ZEBA,2.10
2016-01-22,geelong/1764,3,3,8,garmon-bale,tina-womann,26.52,5.86,6.80,S845,30.4kg,TAYLORS-SKY,ADELLE-BALE,55.90
2016-01-22,geelong/1764,3,4,2,lemon-chicken,michael-chilcott,26.60,7.08,6.64,M233,29.3kg,DYNA-LACHLAN,NO-END,10.80
2016-01-22,geelong/1764,3,5,7,avatar-halo,richard-boehm,26.64,7.81,6.68,M424,30.8kg,KINLOCH-BRAE,ARJAY'S-ANGEL,27.00
2016-01-22,geelong/1764,3,6,5,bopa-allen,andrea-dailly,26.66,8.02,6.77,M777,22.6kg,DYNA-STEAL,NELLY-BALE,5.00
2016-01-22,geelong/1764,3,7,4,fiery-universe,noel-walsh,26.68,8.44,6.76,M566,31.4kg,COSMIC-CHIEF,EBONY-UNDER-FIRE,29.70
2016-01-22,geelong/1764,3,8,6,texan-clear-way,andrea-dailly,26.75,9.41,6.76,M688,31.2kg,GABLE-SOUR-CREAM,CTW-BUTTERSCOTCH,14.00
2016-01-22,geelong/1764,4,1,6,cosmic-cruiser,daryl-holmes,26.03,0.00,6.71,M221,33.6kg,COSMIC-RUMBLE,COULTA-SKY,4.60
2016-01-22,geelong/1764,4,2,5,allen-zhara,andrea-dailly,26.04,0.06,6.58,Q112,27.8kg,DYNA-STEAL,NELLY-BALE,3.10
2016-01-22,geelong/1764,4,3,9,allen-pincer,brandyn-grenfell,26.16,2.00,6.76,M433,33.1kg,RAZLDAZL-JAYFKAY,TONNELI-BALE,4.80
2016-01-22,geelong/1764,4,4,8,giroud,karen-pitt,26.23,3.06,6.78,M644,34.0kg,NOLEN,ALOTTA-MOJO,6.00
2016-01-22,geelong/1764,4,5,3,just-be-patient,jason-sharp,26.39,5.70,6.75,M355,27.6kg,MAGIC-SPRITE,PURELY-TONIC,10.30
2016-01-22,geelong/1764,4,6,1,gold-cup,blake-shillington,26.56,8.32,7.00,M888,29.9kg,FEAR-ZAFONIC,GOLD-CHALICE,14.80
2016-01-22,geelong/1764,4,7,2,cairnlea-bill,paul-herry,26.70,10.57,6.92,M776,34.0kg,VELOCETTE,CANDYLICIOUS,42.20
2016-01-22,geelong/1764,4,8,4,carmalina,mark-attard,26.78,11.92,6.76,M567,28.9kg,BEKIM-BALE,BALLROOM-BABE,12.90
2016-01-22,geelong/1764,5,1,1,american-warrior,wayne-vassallo,25.87,0.00,6.58,M211,32.1kg,NOLEN,ALOTTA-MOJO,1.60
2016-01-22,geelong/1764,5,2,6,come-at-me,michael-chilcott,26.10,3.70,6.64,M322,31.9kg,COLLISION,WEOWNA-SHIRAZ,18.20
2016-01-22,geelong/1764,5,3,4,straw-hat-luffy,heather-collins,26.22,5.48,6.75,M754,32.8kg,TURANZA-BALE,CARA-BALE,14.20
2016-01-22,geelong/1764,5,4,2,velloway,blake-shillington,26.30,6.78,6.74,M575,34.7kg,VELOCETTE,UP-AND-AWAY,33.60
2016-01-22,geelong/1764,5,5,5,kid-audacious,michael-fearnley,26.32,7.13,6.55,M133,32.0kg,MAGIC-SPRITE,AUDACIOUS-ELLE,3.70
2016-01-22,geelong/1764,5,6,7,morson-senor,lindsay-morshead,26.56,11.02,6.85,S866,34.8kg,EL-GRAND-SENOR,MANTRA-MISS,14.00
2016-01-22,geelong/1764,5,7,3,ima-lonely-girl,samantha-ferguson,26.58,11.29,6.75,M687,28.7kg,FABREGAS,MYSTIQUE-MISS,26.40
2016-01-22,geelong/1764,5,8,8,seabrook-snow,chris-stanton,26.79,14.67,6.72,M448,31.2kg,COSMIC-CHIEF,SEABROOK-LASS,40.50
2016-01-22,geelong/1764,6,1,1,flying-merkel,blake-shillington,29.87,0.00,5.50,M2111,38.6kg,BARCIA-BALE,MOTORETTE,1.40
2016-01-22,geelong/1764,6,2,4,quantum-bale,tina-womann,30.62,11.98,5.51,M3443,34.7kg,DYNA-TRON,OKIE-BALE,10.30
2016-01-22,geelong/1764,6,3,5,likely-target,steve-daniliuk,30.66,12.59,5.44,M1222,29.7kg,KINLOCH-BRAE,VIVACIOUS-GAL,6.60
2016-01-22,geelong/1764,6,4,9,fiery-fox,alfred-king,30.80,14.79,5.54,M4334,35.6kg,BIT-CHILI,SPEEDY-VIXEN,20.80
2016-01-22,geelong/1764,6,5,8,heaps-of-boloney,michael-gibbons,30.81,15.02,5.73,S8655,35.0kg,PREMIER-BOLONEY,PRIVATE-UNIVERSE,22.30
2016-01-22,geelong/1764,6,6,3,tron-bradman,andrea-dailly,30.88,16.16,5.57,S5566,31.8kg,DYNA-TRON,MIZUNO-BALE,17.10
2016-01-22,geelong/1764,6,7,6,hard-merchandise,donna-beasley,31.20,21.22,5.68,M7777,34.6kg,COLLISION,BLACK-VELVETEEN,52.90
2016-01-22,geelong/1764,6,SCR,7,up-and-adam,thomas-mitchell,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-22,geelong/1764,7,1,8,timmy's-entity,darren-fisher,25.99,0.00,6.81,M332,33.7kg,KNOCKA-NORRIS,SHE-AIN'T-LATE,3.80
2016-01-22,geelong/1764,7,2,5,until-tuesday,glenn-rounds,26.09,1.60,6.75,M221,26.8kg,BRETT-LEE,UNTIL-THEN,9.40
2016-01-22,geelong/1764,7,3,6,striker-klinsman,david-geall,26.22,3.62,6.88,M654,32.4kg,DYNA-TRON,SO-FAITHFUL,17.40
2016-01-22,geelong/1764,7,4,4,nicky-dal,tricia-curtain,26.26,4.25,6.62,Q113,36.6kg,BARCIA-BALE,HOLY-THUNDER,15.00
2016-01-22,geelong/1764,7,5,9,turbo-chief,brett-bravo,26.48,7.73,7.08,M886,32.4kg,KILTY-LAD,BOGIE-JEWEL,11.90
2016-01-22,geelong/1764,7,6,1,spritely,peter-presutto,26.58,9.35,6.85,M567,30.2kg,MAGIC-SPRITE,SUPREME-ODESSA,1.90
2016-01-22,geelong/1764,7,6,2,cool-whipp,michael-wallworth,26.58,9.35,7.00,M778,34.8kg,PREMIER-BOLONEY,BARBARA-BALE,31.30
2016-01-22,geelong/1764,7,8,7,harry-steiger,david-geall,26.62,10.03,6.82,M445,32.5kg,DYNA-TRON,SO-FAITHFUL,16.80
2016-01-22,geelong/1764,8,1,7,phaser-bale,steven-collins,25.92,0.00,6.72,M311,34.7kg,COLLISION,CARA-BALE,2.60
2016-01-22,geelong/1764,8,2,1,bronco-de-jurer,vivianne-giles,25.96,0.60,6.65,M122,31.1kg,OAKS-ROAD,FLOOZY-SUZY,30.10
2016-01-22,geelong/1764,8,3,5,dyna-chaser,steven-collins,26.17,3.98,6.71,M243,33.0kg,SUPERMAN,TALIA-BALE,39.00
2016-01-22,geelong/1764,8,4,2,irish-whip,david-geall,26.37,7.21,6.78,M676,34.4kg,PREMIER-FANTASY,WHIP-IT-UP,3.20
2016-01-22,geelong/1764,8,5,10,mewstone-rocket,katrina-jordan,26.38,7.29,6.77,S555,32.3kg,DEVILLE,SCRAPPY-COCO,25.90
2016-01-22,geelong/1764,8,6,8,shiny-lad,noel-walsh,26.46,8.59,6.78,M734,34.1kg,FABREGAS,COSMIC-APHRODITE,13.50
2016-01-22,geelong/1764,8,7,4,west-on-teddy,robert-britton,26.62,11.17,6.77,M467,31.0kg,COLLISION,CLYDE'S-ANGEL,4.50
2016-01-22,geelong/1764,8,8,3,spring-grace,andrea-dailly,27.28,21.67,6.87,M888,29.0kg,WHERE'S-PEDRO,SPRING-BLUEGIRL,10.70
2016-01-22,geelong/1764,9,1,8,hisagi-bale,andrea-dailly,22.62,0.00,8.44,S42,33.5kg,KELSOS-FUSILEER,KRISA-BALE,0.00
2016-01-22,geelong/1764,9,2,7,one-step-beyond,david-geall,22.68,1.10,8.33,M11,33.9kg,WESTMEAD-OSPREY,WHERE'S-DEMONICA,0.00
2016-01-22,geelong/1764,9,3,3,quint-bale,steven-collins,22.80,2.92,8.44,M34,34.8kg,ADIOS-ALONSO,DYNA-OBELIA,0.00
2016-01-22,geelong/1764,9,4,1,psychotic-bob,marcus-lloyd,22.84,3.57,8.38,Q23,33.9kg,DYNA-LACHLAN,CODY-BALE,0.00
2016-01-22,geelong/1764,9,5,2,advice-aplenty,chris-stanton,22.94,5.22,8.57,S55,32.0kg,SPRING-GUN,LATINO-PRINCESS,0.00
2016-01-22,geelong/1764,9,6,4,miss-tron,blake-shillington,22.96,5.40,8.57,S66,29.3kg,DYNA-TRON,MISS-SOMEONE,0.00
2016-01-22,geelong/1764,9,7,6,bastet-bale,thomas-mitchell,23.16,8.57,8.62,S77,28.2kg,KYLE-JAMES,HANNIE-BALE,0.00
2016-01-22,geelong/1764,10,1,2,galloping-ashley,b-iredale,25.91,0.00,6.52,M111,29.5kg,CAPE-HAWKE,DISRUPTION,5.30
2016-01-22,geelong/1764,10,2,8,valletta-chief,s-bonaccurso,26.11,3.14,6.60,M222,31.0kg,COSMIC-CHIEF,VALLETTA-GRACE,13.30
2016-01-22,geelong/1764,10,3,7,folio-bale,andrea-dailly,26.11,3.27,6.68,M333,29.1kg,TAYLORS-SKY,ZAMBOLA-BALE,4.40
2016-01-22,geelong/1764,10,4,4,dyna-yavin,steven-collins,26.26,5.62,6.78,M844,34.2kg,MAGIC-SPRITE,AMITY-BALE,3.90
2016-01-22,geelong/1764,10,5,6,ernie-old,lindsay-morshead,26.27,5.81,6.75,S755,36.4kg,NITRO-BURST,LANKAN-FLASH,13.90
2016-01-22,geelong/1764,10,6,5,fatboy-norm,blake-shillington,26.45,8.63,6.71,M586,34.9kg,BIRTHDAY-BOY,FIZZING-WIZZBEES,5.60
2016-01-22,geelong/1764,10,7,1,cuervo-shot,robert-britton,26.51,9.59,6.68,M467,34.8kg,HI-NOON-HERO,TOP-SHOTUSA,7.70
2016-01-22,geelong/1764,10,8,3,cruisy's-luck,mark-cauchi,26.84,14.75,6.74,M678,35.4kg,SMOOTH-CRUISING,ELIZA-JONES,19.90
2016-01-22,geelong/1764,11,1,8,hawka-tron,michelle-mallia-magri,22.42,0.00,8.41,S31,34.3kg,DYNA-TRON,UNFORGOTTEN,1.70
2016-01-22,geelong/1764,11,2,6,cudgee-destroyer,gary-hunt,22.97,8.67,8.51,M63,32.4kg,COSMIC-RUMBLE,CUDGEE'S-MADISON,6.80
2016-01-22,geelong/1764,11,3,4,shifty-jack,alfred-king,22.98,8.95,8.39,M22,33.0kg,FABREGAS,GLAMOROUS,16.90
2016-01-22,geelong/1764,11,4,1,opal-bale,tina-womann,23.21,12.51,8.36,M14,27.5kg,DYNA-LACHLAN,ASHBY-BALE,24.20
2016-01-22,geelong/1764,11,5,7,lass-bale,heather-collins,23.26,13.41,8.50,M46,27.3kg,AFLEET-ALEX,DELFINA-BALE,5.50
2016-01-22,geelong/1764,11,6,5,bursting-flames,christopher-jaensch,23.27,13.56,8.62,S75,35.8kg,ELITE-STATE,KIRABILLI-INDY,29.20
2016-01-22,geelong/1764,11,7,3,planetman,chris-stanton,23.52,17.43,8.51,M57,33.6kg,COSMIC-RUMBLE,GOZOFF,37.60
2016-01-22,geelong/1764,11,8,2,going-cosmic,chris-stanton,24.17,27.83,8.78,M88,33.4kg,COSMIC-RUMBLE,GOZOFF,7.90
2016-01-22,geelong/1764,12,1,1,quizzical,robert-britton,22.54,0.00,8.38,M11,30.8kg,COSMIC-RUMBLE,QUIDAME,2.00
2016-01-22,geelong/1764,12,2,5,elite-circle,john-frewin,22.86,5.19,8.52,M52,34.7kg,ELITE-STATE,ANDBYN'S-EMPRESS,19.00
2016-01-22,geelong/1764,12,3,2,call-me-lily,gary-paull,23.10,8.95,8.47,M26,26.5kg,CAPE-HAWKE,SHANE'S-GIRL,15.20
2016-01-22,geelong/1764,12,3,6,mahogany-diamond,kevin-quinn,23.10,8.95,8.51,M33,28.1kg,BARTRIM-BALE,RICH-MAHOGANY,32.10
2016-01-22,geelong/1764,12,5,8,baroness-molly,alfred-king,23.12,9.27,8.55,M64,25.5kg,COLLISION,GLAMOROUS-DENISE,19.10
2016-01-22,geelong/1764,12,6,3,crackerjack-cam,michael-gibbons,23.25,11.27,8.61,M77,34.8kg,MAGIC-SPRITE,LIL'S-MEMORY,8.00
2016-01-22,geelong/1764,12,7,4,carry-on-rose,robert-britton,23.25,11.38,8.51,M45,27.6kg,COLLISION,EXPRESS-LINKS,8.00
2016-01-22,geelong/1764,12,8,9,sailaway-jackie,david-geall,23.41,13.78,8.62,M88,26.0kg,DYNA-LACHLAN,WALKAWAY-JACKIE,4.20
2016-01-22,hatrick/1766,1,1,4,uno-shay,marcelle-j-flipp,17.88,0.00,0.00,821,30.7kg,PREMIER-FANTASY,WINSOME-UNO,4.50
2016-01-22,hatrick/1766,1,2,2,homebush-pippi,rachel-n-maisey,17.99,1.70,7.00,112,27.2kg,VARVATOS,JULIET-JONES,15.30
2016-01-22,hatrick/1766,1,3,9,blaze's-corporal,g-ross-&-s-voyce,18.23,5.60,0.00,543,33.0kg,VAPOUR-WHIRL,PRINCESS-SNOWY,18.10
2016-01-22,hatrick/1766,1,4,5,pixie-dust,lana-m-pearce,18.24,5.70,0.00,234,26.5kg,COLLISION,RUMOUR-TISM,6.00
2016-01-22,hatrick/1766,1,5,1,african-princess,j-bell,18.33,7.20,0.00,545,26.9kg,PATH-TO-POWER,CHASING-SHADOWS,9.50
2016-01-22,hatrick/1766,1,6,3,cawbourne-brae,matthew-g-roberts,18.39,8.10,0.00,676,34.4kg,KINLOCH-BRAE,BUNNY'S-REWARD,3.80
2016-01-22,hatrick/1766,1,7,8,pedro's-carat,maree-gowan,18.45,9.00,0.00,767,30.1kg,WHERE'S-PEDRO,DANGLE-THE-CARAT,8.00
2016-01-22,hatrick/1766,1,SCR,6,banshee-boy,brian-l-goldsack,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-22,hatrick/1766,2,1,1,bohannon,arnie-j-clark,17.63,0.00,6.81,111,33.5kg,ELITE-STATE,MISSY-OCTANE,2.60
2016-01-22,hatrick/1766,2,2,2,another-miss,d-poutama,17.71,1.30,0.00,222,22.4kg,COLLISION,COOL-CHARMER,3.70
2016-01-22,hatrick/1766,2,3,3,cawbourne-george,john-t-mcinerney,17.93,4.80,0.00,333,35.3kg,HEAD-BOUND,BUCKLE-BUNNY,9.90
2016-01-22,hatrick/1766,2,4,4,asteria,g-ross-&-s-voyce,18.15,8.30,0.00,444,26.8kg,MAGIC-SPRITE,DELUSIONIST,9.40
2016-01-22,hatrick/1766,2,5,6,brilliant-ashlee,matthew-g-roberts,18.25,9.80,0.00,655,27.1kg,SPRING-GUN,BREEANAN-LEE,7.40
2016-01-22,hatrick/1766,2,6,8,embee-dee,john-t-mcinerney,18.43,12.70,0.00,866,26.7kg,BIT-CHILI,FRINGE,13.50
2016-01-22,hatrick/1766,2,7,7,rua-rama,marcelle-j-flipp,19.03,22.20,0.00,777,28.3kg,MAGIC-SPRITE,FOUR-TO-MIDNIGHT,12.60
2016-01-22,hatrick/1766,2,SCR,5,miss-mohawk,penelope-a-denbee,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-22,hatrick/1766,3,1,3,cawbourne-crouch,matthew-g-roberts,29.90,0.00,0.00,21111,33.0kg,CAWBOURNE-FRANK,CAWBOURNE-SHINE,2.10
2016-01-22,hatrick/1766,3,2,8,kava-blu,j-&-d-fahey,29.95,0.80,0.00,63322,31.7kg,FANCY-DEAN,NAVEL-JUICE,2.30
2016-01-22,hatrick/1766,3,3,5,marlisa,lisa-j-cole,30.10,3.10,4.99,12233,24.4kg,FEAR-ZAFONIC,JUST-A-BREAK,12.50
2016-01-22,hatrick/1766,3,4,6,absinthe-minded,lisa-j-cole,30.32,6.70,0.00,34444,30.5kg,YELLA-MUSTARD,OCOTILLO,24.30
2016-01-22,hatrick/1766,3,5,2,kissing-gwyneth,lisa-j-cole,30.50,9.60,0.00,55555,27.2kg,COLLISION,YORKLEA-BEAUTY,13.50
2016-01-22,hatrick/1766,3,6,1,jessie-surfs,anthony-c-roberts,30.66,12.10,0.00,76666,35.8kg,SURF-LORIAN,CAWBOURNE-JESSIE,17.40
2016-01-22,hatrick/1766,3,7,4,cawbourne-matty,matthew-g-roberts,31.05,18.20,0.00,47777,33.6kg,COLLIDE,CAWBOURNE-CATHY,19.20
2016-01-22,hatrick/1766,4,1,2,botany-win,john-t-mcinerney,17.79,0.00,0.00,421,32.9kg,WINSOME-OPAWA,KAZZ-RAZZ,4.20
2016-01-22,hatrick/1766,4,2,6,nui-magic,marcelle-j-flipp,17.83,0.70,6.94,112,24.0kg,EL-GRAND-SENOR,FAIR-MOVIN,9.50
2016-01-22,hatrick/1766,4,3,7,rapper-dash,wendy-v-kite,17.90,1.70,0.00,333,25.8kg,SERGIO,STATELY-BABE,3.30
2016-01-22,hatrick/1766,4,4,3,downgrade-king,g-ross-&-s-voyce,17.97,2.80,0.00,544,31.3kg,SERGIO,ROMBERG-LASS,4.90
2016-01-22,hatrick/1766,4,5,5,snow-demon,g-ross-&-s-voyce,18.29,8.00,0.00,655,26.4kg,VAPOUR-WHIRL,PRINCESS-SNOWY,15.50
2016-01-22,hatrick/1766,4,6,9,gummy-gumpsta,g-ross-&-s-voyce,18.31,8.20,0.00,866,31.0kg,VAPOUR-WHIRL,PRINCESS-SNOWY,9.00
2016-01-22,hatrick/1766,4,7,4,momma-rae,marcelle-j-flipp,18.43,10.10,0.00,777,26.9kg,DYNA-LACHLAN,COOL-KAITLYN,8.90
2016-01-22,hatrick/1766,4,8,8,homebush-chaos,d-poutama,18.63,13.30,0.00,288,27.3kg,SERGIO,BOTANY-FREDA,17.50
2016-01-22,hatrick/1766,5,1,5,cawbourne-clover,matthew-g-roberts,30.08,0.00,0.00,33111,26.7kg,RAZLDAZL-GEORGE,CAWBOURNE-SPARKY,2.20
2016-01-22,hatrick/1766,5,2,3,premier-division,lisa-j-cole,30.39,4.90,0.00,21222,35.9kg,PREMIER-FANTASY,TRENDY-HABIT,14.50
2016-01-22,hatrick/1766,5,3,4,opawa-shay,marcelle-j-flipp,30.51,6.80,0.00,64333,30.5kg,TOKEN-PRINCE,OPAWA-SECRET,8.70
2016-01-22,hatrick/1766,5,4,7,knuckle-bump,lisa-j-cole,30.64,8.90,0.00,55444,32.9kg,COSMIC-RUMBLE,DIAMONDO,6.00
2016-01-22,hatrick/1766,5,5,1,cawbourne-gracie,matthew-g-roberts,30.67,9.30,5.11,12555,26.7kg,COLLEGE-CAUSEWAY,CAWBOURNE-DAVE,5.40
2016-01-22,hatrick/1766,5,6,2,arcane-sabre,anthony-c-roberts,31.17,17.30,0.00,47776,30.7kg,BIT-CHILI,ARCANE-PHOENIX,7.60
2016-01-22,hatrick/1766,5,7,8,homebush-spook,john-t-mcinerney,31.37,20.50,0.00,86667,35.2kg,FANTA-CLAWS,TESS-TOKAAM,28.20
2016-01-22,hatrick/1766,5,8,6,homebush-hansome,john-t-mcinerney,31.62,24.40,0.00,78888,38.7kg,SERGIO,BOTANY-FREDA,28.70
2016-01-22,hatrick/1766,6,1,3,bigtime-reign,nathan-t-udy,17.51,0.00,0.00,211,32.9kg,COLLISION,BIGTIME-GEM,11.70
2016-01-22,hatrick/1766,6,2,6,my-first-litter,anthony-c-roberts,17.57,0.90,0.00,322,28.8kg,ELITE-STATE,DIDICOY,7.70
2016-01-22,hatrick/1766,6,3,4,senorita-tina,marcelle-j-flipp,17.65,2.30,0.00,433,28.8kg,EL-GRAND-SENOR,CURLY-JANE,6.10
2016-01-22,hatrick/1766,6,4,5,allegro-touch,lisa-j-cole,17.83,5.00,0.00,544,31.4kg,EL-GRAND-SENOR,ALLEGRO-LILY,3.00
2016-01-22,hatrick/1766,6,5,2,allegro-all-go,gary-d-fredrickson,18.04,8.40,0.00,755,27.2kg,PREMIER-FANTASY,HIFI-ALLEGRO,4.10
2016-01-22,hatrick/1766,6,6,1,lagoon-mac,matthew-g-roberts,18.10,9.30,0.00,876,32.5kg,MAGIC-SPRITE,GONDOLA-SERENADE,8.50
2016-01-22,hatrick/1766,6,7,8,one-broke-girl,wendy-v-kite,18.18,10.70,0.00,687,27.0kg,SERGIO,STATELY-BABE,16.70
2016-01-22,hatrick/1766,6,8,7,legerdemain,lisa-j-cole,18.22,11.20,6.94,168,28.2kg,COLLISION,ALLEGRO-VISION,15.90
2016-01-22,hatrick/1766,7,1,2,cawbourne-gil,matthew-g-roberts,17.49,0.00,6.89,111,32.7kg,DISINTERGRATE,CAWBOURNE-CATHY,3.40
2016-01-22,hatrick/1766,7,2,3,vito-baxter,john-t-mcinerney,17.92,6.90,0.00,632,28.1kg,VELOCETTE,CYNTHIA-BAXTER,3.10
2016-01-22,hatrick/1766,7,3,7,manu-rama,elizabeth-m-doody,17.96,7.40,0.00,453,31.6kg,OVER-FLO,BERELLA-CHELSEA,10.00
2016-01-22,hatrick/1766,7,4,6,chaimbo,john-t-mcinerney,18.16,10.60,0.00,874,31.9kg,SPRING-GUN,JUMPIN'-CANARY,14.80
2016-01-22,hatrick/1766,7,5,1,brilliant-ava,matthew-g-roberts,18.17,10.80,0.00,225,27.3kg,SPRING-GUN,BREEANAN-LEE,5.40
2016-01-22,hatrick/1766,7,6,5,bigtime-redfoo,gary-d-fredrickson,18.43,14.90,0.00,546,30.9kg,COLLISION,BIGTIME-GEM,7.60
2016-01-22,hatrick/1766,7,7,4,premier-prince,matthew-g-roberts,18.45,15.30,0.00,767,33.4kg,PREMIER-FANTASY,MARY-VIRGINIA,22.30
2016-01-22,hatrick/1766,7,8,8,cawbourne-rowan,matthew-g-roberts,23.39,93.60,0.00,388,26.8kg,COLLIDE,CAWBOURNE-CATHY,18.20
2016-01-22,hatrick/1766,8,1,4,skuzi,lisa-j-cole,29.99,0.00,0.00,22221,30.9kg,FEAR-ZAFONIC,UNA'S-PRIDE,8.00
2016-01-22,hatrick/1766,8,2,1,cawbourne-brick,matthew-g-roberts,30.06,1.10,0.00,55532,33.9kg,OAKS-ROAD,ASTERIX,4.60
2016-01-22,hatrick/1766,8,3,2,nangar-star,denis-schofield,30.07,1.20,4.93,11113,31.2kg,COLLISION,FLASH-FANCY,7.90
2016-01-22,hatrick/1766,8,4,6,arctic-action,j-&-d-fahey,30.19,3.20,0.00,78854,30.0kg,KINLOCH-BRAE,CHEEKY-BONNIE,13.80
2016-01-22,hatrick/1766,8,5,5,dyna-vikkers,anthony-c-roberts,30.20,3.30,0.00,67765,33.6kg,BARCIA-BALE,CRYSTIN-BALE,2.00
2016-01-22,hatrick/1766,8,6,3,lochinvar-impact,denis-schofield,30.24,3.90,0.00,34446,33.1kg,COLLISION,MULTICAM-GIRL,18.90
2016-01-22,hatrick/1766,8,7,7,check-the-mail,lisa-j-cole,30.39,6.40,0.00,86687,30.5kg,COSMIC-RUMBLE,WINSOME-UNO,17.60
2016-01-22,hatrick/1766,8,8,8,angvella,lisa-j-cole,30.47,7.60,0.00,43378,29.8kg,JUST-THE-BEST,JOY-ESME,19.80
2016-01-22,hatrick/1766,9,1,1,funky-freddy,wendy-v-kite,17.58,0.00,6.93,111,29.8kg,SERGIO,STATELY-BABE,2.40
2016-01-22,hatrick/1766,9,2,7,pink-shellac,gary-d-fredrickson,17.72,2.20,0.00,322,26.2kg,PREMIER-FANTASY,AZURE-ALLEGRO,13.70
2016-01-22,hatrick/1766,9,3,3,chocdee-alice,john-t-mcinerney,17.83,4.00,0.00,233,31.1kg,PATH-TO-POWER,BOTANY-FREDA,5.80
2016-01-22,hatrick/1766,9,4,8,nikka-century,arnie-j-clark,17.91,5.30,0.00,554,26.4kg,VARVATOS,BLACK-ANUBIS,21.70
2016-01-22,hatrick/1766,9,5,4,homebush-olive,john-t-mcinerney,17.95,5.90,0.00,445,27.4kg,LOCHINVAR-MARLOW,PIZZA-GIRL,9.30
2016-01-22,hatrick/1766,9,6,5,cawbourne-buttsy,matthew-g-roberts,18.08,7.90,0.00,766,33.5kg,CAWBOURNE-FRANK,CAWBOURNE-SHINE,7.10
2016-01-22,hatrick/1766,9,7,6,big-boy-deno,matthew-g-roberts,18.29,11.30,0.00,677,36.3kg,BRIGHT-EBONY,KATE-LEIGH,6.00
2016-01-22,hatrick/1766,9,8,2,chinese-star,p-lammas-&-c-morris,18.54,15.30,0.00,888,23.2kg,MAGIC-SPRITE,CHINESE-GIRL,13.90
2016-01-22,hatrick/1766,10,1,6,yeboah,stephen-p-clark,17.65,0.00,0.00,651,34.4kg,ELITE-STATE,COLLISION-RISK,3.40
2016-01-22,hatrick/1766,10,2,1,ritza-roman,matthew-g-roberts,17.73,1.30,0.00,412,30.9kg,WHERE'S-PEDRO,MIDNIGHT-QUEST,5.30
2016-01-22,hatrick/1766,10,3,3,allegro-class,lisa-j-cole,17.74,1.40,0.00,243,29.6kg,COLLISION,HIFI-ALLEGRO,2.60
